Teacher_ID,Region,Age,Years_Experience,Educational_Attainment,Major_Specialization,Subject_Taught,Certification_Level,Fragility_Indicator
2026-STAR-1599,Region I,55,23,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1600,BARMM,34,4,BS Science,Biology,Physics,Level 1,High
2026-STAR-1601,Region IV-A,54,16,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1602,Region IV-A,55,20,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1603,BARMM,24,3,PhD STEM,General Science,Mathematics,Level 1,High
2026-STAR-1604,BARMM,23,1,PhD STEM,General Science,Biology,Level 1,High
2026-STAR-1605,BARMM,43,8,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1606,Region I,34,22,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1607,Region III,25,34,BS Science,General Science,Chemistry,Level 1,High
2026-STAR-1608,NCR,32,15,PhD STEM,Mathematics,Chemistry,Level 1,High
2026-STAR-1609,Region I,26,6,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1610,BARMM,34,1,BS Science,Mathematics,Biology,Level 1,High
2026-STAR-1611,Region I,25,26,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1612,BARMM,23,5,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1613,Region I,58,5,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1614,NCR,32,7,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1615,Region VII,33,6,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1616,BARMM,24,9,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1617,Region VII,36,7,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1618,BARMM,25,8,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1619,Region I,47,19,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1620,Region III,57,11,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1621,Region IV-A,34,20,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1622,NCR,47,25,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1623,BARMM,23,5,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1624,BARMM,32,10,Master of Arts in Ed,General Science,Chemistry,Level 1,High
2026-STAR-1625,BARMM,23,6,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1626,NCR,56,26,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1627,BARMM,29,5,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1628,Region I,34,12,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1629,Region I,28,27,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1630,Region VIII,29,6,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-1631,Region VIII,28,4,Bachelor of Secondary Education,Physics,Physics,Level 1,Low
2026-STAR-1632,Region IV-A,39,34,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1633,Region IV-A,50,14,Bachelor of Secondary Education,Biology,Physics,Level 1,High
2026-STAR-1634,BARMM,40,8,BS Science,Chemistry,Biology,Level 1,High
2026-STAR-1635,Region VIII,27,10,PhD STEM,Physics,General Science,Level 1,High
2026-STAR-1636,Region VII,40,23,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1637,Region IV-A,45,24,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1638,Region III,25,9,PhD STEM,General Science,Biology,Level 1,High
2026-STAR-1639,Region III,53,32,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1640,Region IV-A,45,18,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1641,Region I,53,21,Bachelor of Secondary Education,Chemistry,Physics,Level 1,High
2026-STAR-1642,Region IV-A,39,25,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1643,Region VIII,33,5,Bachelor of Secondary Education,Physics,Biology,Level 1,High
2026-STAR-1644,Region III,46,23,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1645,Region VIII,33,9,BS Science,Biology,Chemistry,Level 1,High
2026-STAR-1646,Region VIII,24,7,PhD STEM,Chemistry,General Science,Level 1,High
2026-STAR-1647,BARMM,29,3,PhD STEM,Biology,Biology,Level 1,Low
2026-STAR-1648,Region VII,45,8,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1649,Region VIII,42,5,Master of Arts in Ed,Physics,Biology,Level 1,High
2026-STAR-1650,Region VIII,28,9,BS Science,Physics,Biology,Level 1,High
2026-STAR-1651,NCR,39,27,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1652,Region VII,32,15,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1653,Region III,34,8,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1654,Region VII,56,13,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1655,Region III,37,23,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1656,Region III,53,31,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1657,BARMM,44,9,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1658,NCR,38,32,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1659,BARMM,25,2,Bachelor of Secondary Education,Physics,Chemistry,Level 1,High
2026-STAR-1660,Region VIII,29,6,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-1661,Region VIII,22,8,Bachelor of Secondary Education,General Science,Chemistry,Level 1,High
2026-STAR-1662,NCR,51,30,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1663,Region IV-A,41,30,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1664,Region I,51,29,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1665,Region VII,29,7,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1666,Region III,35,17,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1667,Region VII,42,14,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1668,Region III,35,16,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1669,Region IV-A,54,31,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1670,Region I,41,31,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1671,NCR,37,31,BS Science,Physics,Biology,Level 1,High
2026-STAR-1672,Region VII,25,7,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1673,Region VII,48,5,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1674,Region VIII,29,11,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1675,Region VIII,35,5,Master of Arts in Ed,General Science,Physics,Level 1,High
2026-STAR-1676,NCR,59,12,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1677,NCR,29,34,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1678,Region VIII,34,3,Master of Arts in Ed,Physics,General Science,Level 1,High
2026-STAR-1679,NCR,34,24,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1680,BARMM,39,4,BS Science,General Science,General Science,Level 1,Low
2026-STAR-1681,BARMM,27,4,Master of Arts in Ed,Biology,Biology,Level 1,Low
2026-STAR-1682,Region VII,57,31,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1683,Region I,44,19,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1684,Region VII,44,27,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1685,Region I,29,12,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1686,Region VIII,36,11,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1687,BARMM,44,6,Master of Arts in Ed,Chemistry,Physics,Level 1,High
2026-STAR-1688,Region I,54,20,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1689,Region VII,36,20,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-1690,Region IV-A,53,29,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1691,NCR,34,17,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1692,NCR,35,20,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1693,NCR,33,18,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1694,Region I,28,12,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1695,Region I,28,17,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1696,Region IV-A,40,27,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1697,Region IV-A,58,13,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1698,Region I,52,32,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1699,BARMM,31,1,Bachelor of Secondary Education,Chemistry,General Science,Level 1,High
2026-STAR-1700,NCR,35,23,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1701,NCR,37,16,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1702,Region IV-A,41,33,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1703,BARMM,40,9,PhD STEM,Biology,Chemistry,Level 1,High
2026-STAR-1704,Region I,39,28,PhD STEM,Mathematics,General Science,Level 1,High
2026-STAR-1705,Region IV-A,41,28,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1706,NCR,30,12,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1707,NCR,48,27,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1708,Region I,48,9,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1709,Region III,45,30,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1710,Region VII,41,22,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1711,NCR,56,10,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1712,Region IV-A,32,29,PhD STEM,Biology,Chemistry,Level 1,High
2026-STAR-1713,Region III,27,14,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1714,Region VII,36,9,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1715,Region I,27,17,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1716,Region III,53,14,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1717,Region I,31,18,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1718,NCR,33,18,BS Science,Physics,Biology,Level 1,High
2026-STAR-1719,Region III,27,31,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1720,Region VII,29,7,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1721,Region I,35,33,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1722,Region III,52,32,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1723,NCR,29,31,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1724,Region III,32,5,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1725,Region VII,31,24,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1726,Region I,50,18,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1727,NCR,30,21,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1728,Region IV-A,55,25,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1729,BARMM,37,4,PhD STEM,Mathematics,Mathematics,Level 1,Low
2026-STAR-1730,Region VIII,40,1,PhD STEM,General Science,General Science,Level 1,Low
2026-STAR-1731,Region VII,37,30,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1732,Region I,50,19,BS Science,General Science,Biology,Level 1,High
2026-STAR-1733,NCR,31,31,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1734,Region VIII,41,10,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1735,NCR,43,10,PhD STEM,Chemistry,Mathematics,Level 1,High
2026-STAR-1736,Region I,34,12,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1737,Region III,54,15,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1738,Region III,36,15,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1739,Region VIII,33,11,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1740,Region IV-A,46,34,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1741,BARMM,35,11,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1742,Region VII,37,23,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1743,NCR,30,11,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1744,Region I,41,12,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-1745,Region III,49,12,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1746,Region VIII,37,3,Master of Arts in Ed,Chemistry,Mathematics,Level 1,High
2026-STAR-1747,BARMM,23,11,Bachelor of Secondary Education,General Science,Biology,Level 1,High
2026-STAR-1748,Region III,48,7,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1749,Region I,53,34,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1750,Region IV-A,56,17,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1751,Region VIII,32,3,Master of Arts in Ed,Chemistry,Physics,Level 1,High
2026-STAR-1752,Region IV-A,53,18,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1753,Region VIII,26,5,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1754,Region I,43,9,BS Science,Biology,Mathematics,Level 1,High
2026-STAR-1755,Region I,38,12,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1756,Region IV-A,45,17,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1757,Region IV-A,54,12,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1758,Region VII,56,15,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1759,Region IV-A,57,15,BS Science,Mathematics,General Science,Level 1,High
2026-STAR-1760,Region IV-A,32,28,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1761,Region IV-A,36,19,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1762,NCR,46,22,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1763,Region III,53,17,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1764,Region VII,55,14,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1765,Region I,39,18,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1766,Region VIII,42,6,BS Science,Chemistry,General Science,Level 1,High
2026-STAR-1767,Region VIII,23,6,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1768,Region IV-A,40,11,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1769,Region I,50,31,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1770,Region VII,57,7,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1771,Region VIII,38,10,Bachelor of Secondary Education,Mathematics,Physics,Level 1,High
2026-STAR-1772,Region IV-A,46,14,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1773,Region VIII,38,8,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1774,NCR,59,20,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1775,Region VIII,29,9,PhD STEM,General Science,Physics,Level 1,High
2026-STAR-1776,Region VIII,38,11,BS Science,Physics,Biology,Level 1,High
2026-STAR-1777,Region VIII,40,5,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1778,Region IV-A,45,14,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1779,Region III,42,32,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1780,Region VII,25,6,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1781,Region IV-A,58,30,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1782,Region III,56,24,Bachelor of Secondary Education,Chemistry,Biology,Level 1,High
2026-STAR-1783,Region VIII,34,10,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1784,Region VII,58,22,BS Science,General Science,Physics,Level 1,High
2026-STAR-1785,Region IV-A,57,31,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1786,Region I,47,32,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1787,Region VII,28,7,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1788,BARMM,33,3,BS Science,Physics,Physics,Level 1,Low
2026-STAR-1789,Region VIII,36,3,BS Science,Physics,Biology,Level 1,High
2026-STAR-1790,Region III,47,13,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1791,NCR,33,24,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1792,BARMM,23,2,Bachelor of Secondary Education,Biology,Biology,Level 1,Low
2026-STAR-1793,Region IV-A,28,27,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-1794,Region I,43,8,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1795,NCR,40,25,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1796,Region III,51,26,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1797,BARMM,26,6,Master of Arts in Ed,Chemistry,Physics,Level 1,High
2026-STAR-1798,NCR,53,27,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1799,Region I,25,29,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1800,Region I,26,15,PhD STEM,Chemistry,Mathematics,Level 1,High
2026-STAR-1801,NCR,45,14,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1802,NCR,34,22,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1803,Region III,49,15,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1804,Region VII,29,13,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1805,BARMM,33,1,Bachelor of Secondary Education,General Science,Physics,Level 1,High
2026-STAR-1806,Region VII,43,17,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1807,NCR,47,9,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1808,Region VIII,36,9,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1809,Region III,39,33,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1810,Region VII,47,7,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1811,NCR,34,21,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1812,NCR,53,29,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1813,Region IV-A,58,34,BS Science,Biology,General Science,Level 1,High
2026-STAR-1814,Region IV-A,56,14,BS Science,Mathematics,Chemistry,Level 1,High
2026-STAR-1815,Region VIII,38,7,Master of Arts in Ed,General Science,Biology,Level 1,High
2026-STAR-1816,Region VIII,28,11,Master of Arts in Ed,General Science,Mathematics,Level 1,High
2026-STAR-1817,Region IV-A,58,27,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1818,Region VII,48,25,BS Science,Physics,General Science,Level 1,High
2026-STAR-1819,BARMM,41,1,Bachelor of Secondary Education,Physics,Mathematics,Level 1,High
2026-STAR-1820,Region VII,32,18,Master of Arts in Ed,Chemistry,General Science,Level 1,High
2026-STAR-1821,Region III,37,12,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-1822,Region I,36,23,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1823,NCR,55,5,Bachelor of Secondary Education,Mathematics,General Science,Level 1,High
2026-STAR-1824,Region I,34,31,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1825,Region IV-A,30,8,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1826,Region IV-A,39,19,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1827,Region IV-A,58,33,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1828,Region I,27,31,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1829,NCR,48,12,Master of Arts in Ed,Chemistry,Mathematics,Level 1,High
2026-STAR-1830,BARMM,25,2,Bachelor of Secondary Education,Mathematics,Mathematics,Level 1,Low
2026-STAR-1831,Region VII,29,15,Bachelor of Secondary Education,Mathematics,Chemistry,Level 1,High
2026-STAR-1832,Region III,41,13,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1833,Region IV-A,37,33,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1834,Region I,33,8,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1835,Region I,53,6,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1836,Region IV-A,37,15,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1837,Region IV-A,26,31,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-1838,Region IV-A,29,13,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1839,BARMM,37,10,Bachelor of Secondary Education,Mathematics,Physics,Level 1,High
2026-STAR-1840,NCR,49,18,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-1841,Region III,51,14,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1842,Region VII,35,17,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1843,Region III,42,26,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1844,Region IV-A,52,17,Master of Arts in Ed,Physics,Mathematics,Level 1,High
2026-STAR-1845,Region IV-A,30,32,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1846,Region VII,58,13,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1847,NCR,58,27,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-1848,Region VIII,28,2,PhD STEM,Mathematics,General Science,Level 1,High
2026-STAR-1849,Region IV-A,33,26,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1850,BARMM,38,11,PhD STEM,Chemistry,Mathematics,Level 1,High
2026-STAR-1851,BARMM,35,2,BS Science,Mathematics,Mathematics,Level 1,Low
2026-STAR-1852,Region VIII,42,9,Master of Arts in Ed,Mathematics,Biology,Level 1,High
2026-STAR-1853,BARMM,30,11,BS Science,Physics,Physics,Level 3,Low
2026-STAR-1854,BARMM,34,1,Master of Arts in Ed,Mathematics,Mathematics,Level 1,Low
2026-STAR-1855,Region IV-A,48,25,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1856,BARMM,39,5,Master of Arts in Ed,Mathematics,Biology,Level 1,High
2026-STAR-1857,Region I,53,30,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1858,NCR,34,15,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1859,Region III,54,27,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-1860,Region III,53,22,Bachelor of Secondary Education,Mathematics,Chemistry,Level 1,High
2026-STAR-1861,Region I,43,23,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1862,NCR,40,31,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1863,Region IV-A,44,33,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1864,Region VII,56,12,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1865,BARMM,40,10,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1866,Region III,26,34,Bachelor of Secondary Education,Physics,General Science,Level 1,High
2026-STAR-1867,NCR,33,16,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1868,Region VII,57,28,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1869,Region VII,25,10,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1870,BARMM,25,2,Bachelor of Secondary Education,Biology,Physics,Level 1,High
2026-STAR-1871,BARMM,43,10,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1872,Region VII,47,15,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1873,Region VIII,44,3,Master of Arts in Ed,General Science,General Science,Level 1,Low
2026-STAR-1874,BARMM,40,2,BS Science,General Science,Physics,Level 1,High
2026-STAR-1875,Region VII,46,21,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1876,NCR,39,5,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1877,Region VII,47,13,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-1878,Region VII,50,9,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-1879,Region VII,58,7,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1880,Region I,28,7,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1881,BARMM,30,3,Master of Arts in Ed,General Science,Biology,Level 1,High
2026-STAR-1882,Region III,39,16,PhD STEM,General Science,Physics,Level 1,High
2026-STAR-1883,Region I,52,16,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1884,Region VII,38,32,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1885,Region IV-A,34,31,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1886,Region I,33,20,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1887,Region VIII,23,4,PhD STEM,Chemistry,Chemistry,Level 1,Low
2026-STAR-1888,Region I,26,6,Bachelor of Secondary Education,Physics,Chemistry,Level 1,High
2026-STAR-1889,BARMM,22,11,BS Science,Chemistry,Biology,Level 1,High
2026-STAR-1890,BARMM,41,10,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-1891,Region IV-A,50,33,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1892,Region VIII,23,1,Bachelor of Secondary Education,Chemistry,Chemistry,Level 1,Low
2026-STAR-1893,Region VII,26,29,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1894,Region VIII,26,11,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-1895,NCR,55,29,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1896,NCR,34,6,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1897,Region III,54,21,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-1898,BARMM,22,9,BS Science,General Science,Chemistry,Level 1,High
2026-STAR-1899,NCR,34,30,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1900,Region III,54,12,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1901,Region VII,47,23,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1902,Region IV-A,31,33,PhD STEM,General Science,Mathematics,Level 1,High
2026-STAR-1903,Region I,43,25,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1904,BARMM,39,11,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
