Teacher_ID,Region,Age,Years_Experience,Educational_Attainment,Major_Specialization,Subject_Taught,Certification_Level,Fragility_Indicator
2026-STAR-1865,NCR,33,27,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1866,BARMM,41,8,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-1867,Region I,42,21,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1868,Region VIII,30,8,Master of Arts in Ed,Biology,Physics,Level 1,High
2026-STAR-1869,Region IV-A,42,21,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-1870,Region I,47,28,Bachelor of Secondary Education,General Science,Biology,Level 1,High
2026-STAR-1871,BARMM,32,8,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1872,Region III,57,34,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1873,Region VII,34,19,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1874,Region IV-A,54,12,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1875,Region IV-A,52,14,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1876,Region VII,38,8,Bachelor of Secondary Education,Mathematics,Biology,Level 1,High
2026-STAR-1877,NCR,40,5,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1878,NCR,45,13,Master of Arts in Ed,Chemistry,Biology,Level 1,High
2026-STAR-1879,Region IV-A,53,15,Master of Arts in Ed,Mathematics,General Science,Level 1,High
2026-STAR-1880,Region I,49,20,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1881,Region VII,34,34,BS Science,General Science,General Science,Level 3,Low
2026-STAR-1882,Region IV-A,31,34,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1883,BARMM,33,7,PhD STEM,Biology,Chemistry,Level 1,High
2026-STAR-1884,Region VIII,37,10,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1885,Region VIII,22,11,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1886,Region VIII,34,3,BS Science,Mathematics,Physics,Level 1,High
2026-STAR-1887,Region VII,47,32,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1888,Region III,48,19,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1889,Region I,33,31,PhD STEM,Mathematics,Physics,Level 1,High
2026-STAR-1890,NCR,50,18,BS Science,Physics,Chemistry,Level 1,High
2026-STAR-1891,BARMM,33,6,Master of Arts in Ed,Biology,Physics,Level 1,High
2026-STAR-1892,Region I,53,7,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1893,Region VII,44,11,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-1894,BARMM,29,4,BS Science,Chemistry,General Science,Level 1,High
2026-STAR-1895,Region III,39,23,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1896,Region VIII,39,9,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1897,Region I,37,22,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-1898,Region VII,46,31,PhD STEM,Biology,Mathematics,Level 1,High
2026-STAR-1899,Region I,37,25,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1900,BARMM,27,1,PhD STEM,Biology,Biology,Level 1,Low
2026-STAR-1901,Region I,30,28,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1902,Region VIII,33,8,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-1903,BARMM,22,7,BS Science,Chemistry,General Science,Level 1,High
2026-STAR-1904,BARMM,29,10,BS Science,Physics,Chemistry,Level 1,High
2026-STAR-1905,NCR,35,23,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1906,Region I,25,8,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1907,Region III,53,19,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1908,Region III,52,33,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1909,Region IV-A,41,26,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1910,Region III,55,5,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1911,NCR,57,27,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1912,Region III,35,28,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1913,BARMM,35,5,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1914,BARMM,26,11,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-1915,Region VII,36,21,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1916,Region I,36,25,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1917,Region I,57,21,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1918,NCR,34,10,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-1919,NCR,28,9,Bachelor of Secondary Education,Mathematics,Physics,Level 1,High
2026-STAR-1920,Region III,32,27,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-1921,Region III,38,24,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1922,BARMM,36,4,Bachelor of Secondary Education,General Science,General Science,Level 1,Low
2026-STAR-1923,Region I,49,11,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-1924,BARMM,31,2,Bachelor of Secondary Education,General Science,Mathematics,Level 1,High
2026-STAR-1925,Region I,53,24,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-1926,Region VIII,44,4,Master of Arts in Ed,Biology,Biology,Level 1,Low
2026-STAR-1927,Region IV-A,28,28,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-1928,Region IV-A,58,34,Master of Arts in Ed,Physics,Biology,Level 1,High
2026-STAR-1929,Region VII,44,26,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1930,NCR,56,18,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-1931,Region VII,43,14,BS Science,General Science,Physics,Level 1,High
2026-STAR-1932,Region VII,49,20,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1933,Region I,54,12,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1934,BARMM,41,1,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-1935,BARMM,44,6,Bachelor of Secondary Education,General Science,Physics,Level 1,High
2026-STAR-1936,Region III,36,7,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-1937,BARMM,28,4,Master of Arts in Ed,Biology,General Science,Level 1,High
2026-STAR-1938,Region I,49,32,PhD STEM,Chemistry,Biology,Level 1,High
2026-STAR-1939,NCR,52,10,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1940,Region III,33,22,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1941,NCR,39,12,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-1942,Region III,39,6,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-1943,BARMM,36,2,Master of Arts in Ed,Biology,Chemistry,Level 1,High
2026-STAR-1944,BARMM,41,9,PhD STEM,Physics,Biology,Level 1,High
2026-STAR-1945,Region VII,30,22,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1946,Region I,54,14,PhD STEM,Chemistry,Mathematics,Level 1,High
2026-STAR-1947,Region VIII,31,11,Bachelor of Secondary Education,Physics,Chemistry,Level 1,High
2026-STAR-1948,Region I,49,32,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1949,NCR,41,20,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1950,Region I,37,12,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-1951,BARMM,38,5,BS Science,Biology,Mathematics,Level 1,High
2026-STAR-1952,Region I,41,8,BS Science,Biology,Biology,Level 3,Low
2026-STAR-1953,Region VII,25,17,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1954,Region III,59,17,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-1955,Region VII,49,16,BS Science,General Science,General Science,Level 2,Low
2026-STAR-1956,NCR,36,24,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1957,BARMM,35,6,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1958,Region VIII,25,4,Master of Arts in Ed,General Science,General Science,Level 1,Low
2026-STAR-1959,Region I,44,12,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-1960,Region IV-A,47,24,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-1961,Region I,34,18,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-1962,NCR,30,33,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-1963,Region VIII,24,10,PhD STEM,Physics,Mathematics,Level 1,High
2026-STAR-1964,NCR,50,22,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-1965,BARMM,44,2,Master of Arts in Ed,Biology,Physics,Level 1,High
2026-STAR-1966,Region I,26,19,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-1967,Region III,50,9,Master of Arts in Ed,Chemistry,General Science,Level 1,High
2026-STAR-1968,NCR,56,20,BS Science,Biology,Biology,Level 2,Low
2026-STAR-1969,NCR,35,26,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-1970,Region I,55,33,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-1971,Region IV-A,48,12,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-1972,BARMM,30,8,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-1973,Region I,27,12,Bachelor of Secondary Education,Mathematics,Chemistry,Level 1,High
2026-STAR-1974,Region I,55,22,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-1975,Region VII,59,21,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-1976,Region I,39,7,BS Science,Physics,Physics,Level 2,Low
2026-STAR-1977,Region I,59,29,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-1978,BARMM,42,1,BS Science,General Science,Biology,Level 1,High
2026-STAR-1979,Region VII,37,28,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-1980,Region III,46,9,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-1981,Region VIII,37,10,BS Science,Biology,Physics,Level 1,High
2026-STAR-1982,Region VII,40,12,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1983,Region VIII,44,9,BS Science,Biology,General Science,Level 1,High
2026-STAR-1984,BARMM,28,10,Master of Arts in Ed,General Science,Physics,Level 1,High
2026-STAR-1985,Region VIII,32,1,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-1986,Region VII,48,14,BS Science,Mathematics,Physics,Level 1,High
2026-STAR-1987,Region III,49,14,BS Science,Mathematics,Mathematics,Level 3,Low
2026-STAR-1988,Region VII,48,23,Bachelor of Secondary Education,Physics,Mathematics,Level 1,High
2026-STAR-1989,BARMM,28,3,PhD STEM,General Science,Chemistry,Level 1,High
2026-STAR-1990,Region VIII,31,2,PhD STEM,General Science,Chemistry,Level 1,High
2026-STAR-1991,Region I,52,13,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-1992,Region III,56,32,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1993,NCR,30,21,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-1994,Region III,26,31,Bachelor of Secondary Education,Chemistry,Physics,Level 1,High
2026-STAR-1995,NCR,48,31,BS Science,Physics,Chemistry,Level 1,High
2026-STAR-1996,NCR,30,23,Master of Arts in Ed,Chemistry,Physics,Level 1,High
2026-STAR-1997,Region VIII,29,7,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-1998,BARMM,44,9,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-1999,Region VIII,30,8,PhD STEM,Mathematics,General Science,Level 1,High
2026-STAR-2000,NCR,37,9,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-2001,Region III,42,6,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-2002,BARMM,23,11,Bachelor of Secondary Education,Biology,Physics,Level 1,High
2026-STAR-2003,Region VII,47,30,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-2004,NCR,47,32,BS Science,General Science,General Science,Level 2,Low
2026-STAR-2005,Region III,41,7,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-2006,Region VII,57,32,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-2007,NCR,44,32,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-2008,Region IV-A,53,10,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-2009,Region VII,49,7,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-2010,Region VII,43,31,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-2011,Region III,54,19,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-2012,Region III,59,33,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-2013,Region IV-A,26,14,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-2014,Region III,44,31,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-2015,NCR,39,19,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-2016,Region IV-A,34,27,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-2017,Region IV-A,50,29,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-2018,Region III,45,20,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-2019,Region III,42,9,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-2020,Region VIII,40,7,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-2021,NCR,59,12,Master of Arts in Ed,General Science,Chemistry,Level 1,High
2026-STAR-2022,NCR,27,22,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-2023,Region VII,55,17,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-2024,BARMM,32,3,PhD STEM,General Science,Biology,Level 1,High
2026-STAR-2025,BARMM,30,9,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-2026,Region IV-A,28,22,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-2027,Region I,57,14,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-2028,NCR,54,24,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-2029,NCR,40,8,BS Science,Mathematics,General Science,Level 1,High
2026-STAR-2030,Region VIII,31,8,Master of Arts in Ed,Chemistry,Physics,Level 1,High
2026-STAR-2031,Region III,25,16,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-2032,BARMM,25,4,Bachelor of Secondary Education,Chemistry,General Science,Level 1,High
2026-STAR-2033,Region I,58,19,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-2034,Region I,44,14,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-2035,Region IV-A,49,24,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-2036,Region I,35,18,BS Science,Biology,Biology,Level 2,Low
2026-STAR-2037,Region IV-A,54,23,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-2038,Region I,33,20,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-2039,Region I,52,18,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-2040,NCR,25,18,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-2041,NCR,37,22,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-2042,NCR,35,30,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-2043,Region I,37,7,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-2044,Region III,32,17,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-2045,Region IV-A,46,19,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-2046,Region VII,40,25,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-2047,Region I,39,12,Master of Arts in Ed,Mathematics,Mathematics,Level 2,Low
2026-STAR-2048,Region I,50,12,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-2049,BARMM,34,7,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-2050,Region VIII,43,11,Bachelor of Secondary Education,Biology,General Science,Level 1,High
2026-STAR-2051,Region VIII,32,5,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-2052,Region VIII,35,3,Master of Arts in Ed,Physics,Biology,Level 1,High
2026-STAR-2053,Region VII,52,17,BS Science,General Science,General Science,Level 2,Low
2026-STAR-2054,Region VIII,34,6,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-2055,NCR,53,33,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-2056,Region VII,28,27,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-2057,Region I,40,28,BS Science,Biology,Biology,Level 3,Low
2026-STAR-2058,NCR,32,15,BS Science,Physics,Physics,Level 2,Low
2026-STAR-2059,NCR,35,27,BS Science,Physics,Physics,Level 2,Low
2026-STAR-2060,NCR,58,10,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-2061,Region VIII,31,8,PhD STEM,Chemistry,Biology,Level 1,High
2026-STAR-2062,Region IV-A,49,22,BS Science,General Science,General Science,Level 2,Low
2026-STAR-2063,NCR,41,32,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-2064,Region III,26,8,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-2065,Region VIII,41,11,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-2066,BARMM,22,6,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-2067,NCR,43,5,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-2068,Region VIII,43,4,Bachelor of Secondary Education,Physics,Physics,Level 1,Low
2026-STAR-2069,BARMM,33,2,BS Science,Mathematics,Biology,Level 1,High
2026-STAR-2070,Region I,58,25,BS Science,Physics,Physics,Level 2,Low
2026-STAR-2071,Region VII,51,20,Bachelor of Secondary Education,Chemistry,Biology,Level 1,High
2026-STAR-2072,Region IV-A,55,14,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-2073,Region IV-A,33,13,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-2074,Region VII,50,15,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-2075,Region III,30,32,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-2076,Region III,42,18,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-2077,Region IV-A,47,6,BS Science,General Science,General Science,Level 2,Low
2026-STAR-2078,NCR,32,11,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-2079,Region I,52,9,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-2080,Region VII,41,33,BS Science,Biology,Mathematics,Level 1,High
2026-STAR-2081,Region VIII,37,5,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-2082,BARMM,31,9,BS Science,General Science,Mathematics,Level 1,High
2026-STAR-2083,Region VIII,30,2,BS Science,Chemistry,Chemistry,Level 1,Low
2026-STAR-2084,Region I,55,25,Bachelor of Secondary Education,General Science,General Science,Level 2,Low
2026-STAR-2085,Region VIII,26,1,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-2086,NCR,34,14,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-2087,NCR,35,31,BS Science,Chemistry,General Science,Level 1,High
2026-STAR-2088,Region IV-A,47,11,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-2089,Region VII,33,31,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-2090,Region I,34,21,Master of Arts in Ed,Chemistry,Chemistry,Level 3,Low
2026-STAR-2091,Region IV-A,51,21,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-2092,NCR,31,9,BS Science,General Science,Chemistry,Level 1,High
2026-STAR-2093,Region IV-A,39,17,Master of Arts in Ed,Mathematics,Chemistry,Level 1,High
2026-STAR-2094,Region VII,49,5,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-2095,Region IV-A,28,26,PhD STEM,Chemistry,Chemistry,Level 2,Low
2026-STAR-2096,BARMM,31,1,BS Science,Physics,Physics,Level 1,Low
2026-STAR-2097,Region III,54,5,Bachelor of Secondary Education,Physics,Physics,Level 2,Low
2026-STAR-2098,Region VII,48,32,BS Science,Biology,Biology,Level 3,Low
2026-STAR-2099,Region VIII,23,1,BS Science,Chemistry,Chemistry,Level 1,Low
2026-STAR-2100,Region III,50,26,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-2101,Region III,56,20,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-2102,Region VIII,39,10,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-2103,NCR,49,7,Master of Arts in Ed,Biology,Biology,Level 2,Low
2026-STAR-2104,Region VIII,28,1,Bachelor of Secondary Education,Mathematics,Mathematics,Level 1,Low
2026-STAR-2105,Region VII,28,14,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-2106,BARMM,34,11,PhD STEM,Biology,Physics,Level 1,High
2026-STAR-2107,NCR,56,9,Master of Arts in Ed,Physics,Chemistry,Level 1,High
2026-STAR-2108,BARMM,40,4,PhD STEM,Chemistry,Physics,Level 1,High
2026-STAR-2109,Region IV-A,25,6,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-2110,Region VII,28,34,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-2111,Region I,32,31,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-2112,Region III,44,14,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-2113,Region I,40,30,Master of Arts in Ed,Biology,Biology,Level 3,Low
2026-STAR-2114,Region VII,55,5,PhD STEM,Mathematics,Mathematics,Level 3,Low
2026-STAR-2115,Region IV-A,43,13,Master of Arts in Ed,Physics,Physics,Level 3,Low
2026-STAR-2116,BARMM,41,7,Master of Arts in Ed,General Science,General Science,Level 2,Low
2026-STAR-2117,Region III,59,15,Bachelor of Secondary Education,Mathematics,Mathematics,Level 3,Low
2026-STAR-2118,Region I,37,16,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-2119,NCR,57,14,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-2120,Region IV-A,45,34,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-2121,Region IV-A,29,16,BS Science,Chemistry,Chemistry,Level 3,Low
2026-STAR-2122,Region VIII,31,9,BS Science,Physics,Mathematics,Level 1,High
2026-STAR-2123,Region VIII,40,8,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-2124,Region VII,33,29,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-2125,NCR,31,29,PhD STEM,Physics,Physics,Level 2,Low
2026-STAR-2126,Region IV-A,31,12,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-2127,Region III,41,9,Bachelor of Secondary Education,Biology,Biology,Level 3,Low
2026-STAR-2128,Region VIII,36,8,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-2129,BARMM,41,9,BS Science,Chemistry,Mathematics,Level 1,High
2026-STAR-2130,Region I,29,15,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-2131,Region I,41,17,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-2132,Region VIII,44,5,Bachelor of Secondary Education,Biology,Mathematics,Level 1,High
2026-STAR-2133,Region IV-A,47,11,Master of Arts in Ed,Chemistry,Chemistry,Level 2,Low
2026-STAR-2134,Region IV-A,35,28,BS Science,Mathematics,Mathematics,Level 2,Low
2026-STAR-2135,Region III,29,12,Bachelor of Secondary Education,Chemistry,Chemistry,Level 3,Low
2026-STAR-2136,Region III,32,17,Bachelor of Secondary Education,General Science,General Science,Level 3,Low
2026-STAR-2137,Region IV-A,47,24,PhD STEM,General Science,General Science,Level 2,Low
2026-STAR-2138,Region III,35,16,Master of Arts in Ed,Mathematics,Mathematics,Level 3,Low
2026-STAR-2139,Region VII,38,8,Master of Arts in Ed,Physics,General Science,Level 1,High
2026-STAR-2140,Region IV-A,44,9,BS Science,General Science,General Science,Level 2,Low
2026-STAR-2141,Region III,54,29,Bachelor of Secondary Education,Chemistry,General Science,Level 1,High
2026-STAR-2142,Region I,43,29,PhD STEM,Biology,Biology,Level 3,Low
2026-STAR-2143,Region VII,53,32,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-2144,Region I,56,16,Bachelor of Secondary Education,Biology,Biology,Level 2,Low
2026-STAR-2145,Region III,27,7,Bachelor of Secondary Education,Chemistry,Chemistry,Level 2,Low
2026-STAR-2146,Region VIII,39,4,Bachelor of Secondary Education,Mathematics,Mathematics,Level 1,Low
2026-STAR-2147,Region VIII,39,11,Master of Arts in Ed,Biology,Mathematics,Level 1,High
2026-STAR-2148,Region VII,35,28,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-2149,BARMM,26,10,PhD STEM,Mathematics,General Science,Level 1,High
2026-STAR-2150,Region VIII,32,5,BS Science,Physics,Chemistry,Level 1,High
2026-STAR-2151,Region VII,36,33,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-2152,NCR,54,13,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-2153,NCR,37,18,PhD STEM,Biology,Biology,Level 2,Low
2026-STAR-2154,Region VIII,43,5,BS Science,General Science,General Science,Level 2,Low
2026-STAR-2155,BARMM,29,5,BS Science,Chemistry,Chemistry,Level 2,Low
2026-STAR-2156,Region I,46,17,Master of Arts in Ed,General Science,General Science,Level 3,Low
2026-STAR-2157,Region I,28,29,PhD STEM,General Science,General Science,Level 3,Low
2026-STAR-2158,Region III,43,32,PhD STEM,Physics,Physics,Level 3,Low
2026-STAR-2159,NCR,31,26,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-2160,NCR,44,16,Bachelor of Secondary Education,Physics,Physics,Level 3,Low
2026-STAR-2161,Region IV-A,42,8,PhD STEM,Chemistry,Chemistry,Level 3,Low
2026-STAR-2162,Region VII,30,21,BS Science,Physics,Physics,Level 3,Low
2026-STAR-2163,Region III,48,22,Master of Arts in Ed,Physics,Physics,Level 2,Low
2026-STAR-2164,Region IV-A,49,10,BS Science,General Science,General Science,Level 2,Low
2026-STAR-2165,Region I,46,11,Bachelor of Secondary Education,Mathematics,Mathematics,Level 2,Low
2026-STAR-2166,Region VII,50,20,BS Science,General Science,General Science,Level 3,Low
2026-STAR-2167,NCR,46,12,Master of Arts in Ed,Chemistry,Biology,Level 1,High
2026-STAR-2168,Region VIII,37,7,Master of Arts in Ed,Biology,General Science,Level 1,High
2026-STAR-2169,Region IV-A,43,34,Bachelor of Secondary Education,Chemistry,Biology,Level 1,High
2026-STAR-2170,Region IV-A,31,21,PhD STEM,Mathematics,Mathematics,Level 2,Low
2026-STAR-2171,Region III,55,16,Master of Arts in Ed,General Science,General Science,Level 2,Low
